period,period_roc,period_date,material,item_name,unit,region,region_group,region_level,price_basis,source_dataset,price,price_min,price_max,source_file
114-05,11405,2025-05-01,鋼筋,"產品,鋼筋,SD280,熱軋,D10mm,工地交貨",元/T,北區,北,region,exact,價格趨勢PDF,17700.0,,,鋼筋價格趨勢1140531.pdf
114-05,11405,2025-05-01,鋼筋,"產品,鋼筋,SD280,熱軋,D10mm,工地交貨",元/T,南區,南,region,exact,價格趨勢PDF,16967.0,,,鋼筋價格趨勢1140531.pdf
114-05,11405,2025-05-01,鋼筋,"產品,鋼筋,SD280,熱軋,D16mm,工地交貨",元/T,中區,中,region,exact,價格趨勢PDF,17400.0,,,鋼筋價格趨勢1140531.pdf
114-05,11405,2025-05-01,鋼筋,"產品,鋼筋,SD280,熱軋,D16mm,工地交貨",元/T,北區,北,region,exact,價格趨勢PDF,17400.0,,,鋼筋價格趨勢1140531.pdf
114-05,11405,2025-05-01,鋼筋,"產品,鋼筋,SD280,熱軋,D16mm,工地交貨",元/T,南區,南,region,exact,價格趨勢PDF,16633.0,,,鋼筋價格趨勢1140531.pdf
114-05,11405,2025-05-01,鋼筋,"產品,鋼筋,SD280W,熱軋,D10mm,工地交貨",元/T,中區,中,region,exact,價格趨勢PDF,17800.0,,,鋼筋價格趨勢1140531.pdf
114-05,11405,2025-05-01,鋼筋,"產品,鋼筋,SD280W,熱軋,D10mm,工地交貨",元/T,北區,北,region,exact,價格趨勢PDF,17900.0,,,鋼筋價格趨勢1140531.pdf
114-05,11405,2025-05-01,鋼筋,"產品,鋼筋,SD280W,熱軋,D10mm,工地交貨",元/T,南區,南,region,exact,價格趨勢PDF,17200.0,,,鋼筋價格趨勢1140531.pdf
114-05,11405,2025-05-01,鋼筋,"產品,鋼筋,SD280W,熱軋,D16mm,工地交貨",元/T,中區,中,region,exact,價格趨勢PDF,17600.0,,,鋼筋價格趨勢1140531.pdf
114-05,11405,2025-05-01,鋼筋,"產品,鋼筋,SD280W,熱軋,D16mm,工地交貨",元/T,北區,北,region,exact,價格趨勢PDF,17600.0,,,鋼筋價格趨勢1140531.pdf
114-05,11405,2025-05-01,鋼筋,"產品,鋼筋,SD280W,熱軋,D16mm,工地交貨",元/T,南區,南,region,exact,價格趨勢PDF,16867.0,,,鋼筋價格趨勢1140531.pdf
114-05,11405,2025-05-01,鋼筋,"產品,鋼筋,SD420W,熱軋,D32mm,工地交貨",元/T,中區,中,region,exact,價格趨勢PDF,18400.0,,,鋼筋價格趨勢1140531.pdf
114-05,11405,2025-05-01,鋼筋,"產品,鋼筋,SD420W,熱軋,D32mm,工地交貨",元/T,北區,北,region,exact,價格趨勢PDF,18500.0,,,鋼筋價格趨勢1140531.pdf
114-05,11405,2025-05-01,鋼筋,"產品,鋼筋,SD420W,熱軋,D32mm,工地交貨",元/T,南區,南,region,exact,價格趨勢PDF,17700.0,,,鋼筋價格趨勢1140531.pdf
114-05,11405,2025-05-01,鋼筋,"產品,鋼筋,SD420W,熱軋,D36mm,工地交貨",元/T,中區,中,region,exact,價格趨勢PDF,18800.0,,,鋼筋價格趨勢1140531.pdf
114-05,11405,2025-05-01,鋼筋,"產品,鋼筋,SD420W,熱軋,D36mm,工地交貨",元/T,北區,北,region,exact,價格趨勢PDF,18900.0,,,鋼筋價格趨勢1140531.pdf
114-05,11405,2025-05-01,鋼筋,"產品,鋼筋,SD420W,熱軋,D36mm,工地交貨",元/T,南區,南,region,exact,價格趨勢PDF,18100.0,,,鋼筋價格趨勢1140531.pdf
114-05,11405,2025-05-01,預拌混凝土,"CLSM產品,控制性低強度回填材料,混凝土用粒料,90kgf/cm2",元/M3,中區,中,region,exact,價格趨勢PDF,2595.0,,,預拌混凝土價格趨勢1140531.pdf
114-05,11405,2025-05-01,預拌混凝土,"CLSM產品,控制性低強度回填材料,混凝土用粒料,90kgf/cm2",元/M3,北區,北,region,exact,價格趨勢PDF,2495.0,,,預拌混凝土價格趨勢1140531.pdf
114-05,11405,2025-05-01,預拌混凝土,"CLSM產品,控制性低強度回填材料,混凝土用粒料,90kgf/cm2",元/M3,南區,南,region,exact,價格趨勢PDF,1317.0,,,預拌混凝土價格趨勢1140531.pdf
114-05,11405,2025-05-01,預拌混凝土,"CLSM產品,控制性低強度回填材料,混凝土用粒料,90kgf/cm2",元/M3,台東,東,region,exact,價格趨勢PDF,1671.0,,,預拌混凝土價格趨勢1140531.pdf
114-05,11405,2025-05-01,預拌混凝土,"CLSM產品,控制性低強度回填材料,混凝土用粒料,90kgf/cm2",元/M3,花蓮,東,region,exact,價格趨勢PDF,2103.0,,,預拌混凝土價格趨勢1140531.pdf
114-05,11405,2025-05-01,預拌混凝土,"產品,預拌混凝土材料費,140kgf/cm2,第1型水泥,工地交貨",元/M3,中區,中,region,exact,價格趨勢PDF,2553.0,,,預拌混凝土價格趨勢1140531.pdf
114-05,11405,2025-05-01,預拌混凝土,"產品,預拌混凝土材料費,140kgf/cm2,第1型水泥,工地交貨",元/M3,北區,北,region,exact,價格趨勢PDF,2885.0,,,預拌混凝土價格趨勢1140531.pdf
114-05,11405,2025-05-01,預拌混凝土,"產品,預拌混凝土材料費,140kgf/cm2,第1型水泥,工地交貨",元/M3,南區,南,region,exact,價格趨勢PDF,2382.0,,,預拌混凝土價格趨勢1140531.pdf
114-05,11405,2025-05-01,預拌混凝土,"產品,預拌混凝土材料費,140kgf/cm2,第1型水泥,工地交貨",元/M3,台東,東,region,exact,價格趨勢PDF,1936.0,,,預拌混凝土價格趨勢1140531.pdf
114-05,11405,2025-05-01,預拌混凝土,"產品,預拌混凝土材料費,140kgf/cm2,第1型水泥,工地交貨",元/M3,花蓮,東,region,exact,價格趨勢PDF,2320.0,,,預拌混凝土價格趨勢1140531.pdf
114-05,11405,2025-05-01,預拌混凝土,"產品,預拌混凝土材料費,175kgf/cm2,第1型水泥,工地交貨",元/M3,中區,中,region,exact,價格趨勢PDF,2611.0,,,預拌混凝土價格趨勢1140531.pdf
114-05,11405,2025-05-01,預拌混凝土,"產品,預拌混凝土材料費,175kgf/cm2,第1型水泥,工地交貨",元/M3,北區,北,region,exact,價格趨勢PDF,2952.0,,,預拌混凝土價格趨勢1140531.pdf
114-05,11405,2025-05-01,預拌混凝土,"產品,預拌混凝土材料費,175kgf/cm2,第1型水泥,工地交貨",元/M3,南區,南,region,exact,價格趨勢PDF,2464.0,,,預拌混凝土價格趨勢1140531.pdf
114-05,11405,2025-05-01,預拌混凝土,"產品,預拌混凝土材料費,175kgf/cm2,第1型水泥,工地交貨",元/M3,台東,東,region,exact,價格趨勢PDF,2046.0,,,預拌混凝土價格趨勢1140531.pdf
114-05,11405,2025-05-01,預拌混凝土,"產品,預拌混凝土材料費,175kgf/cm2,第1型水泥,工地交貨",元/M3,花蓮,東,region,exact,價格趨勢PDF,2427.0,,,預拌混凝土價格趨勢1140531.pdf
114-05,11405,2025-05-01,預拌混凝土,"產品,預拌混凝土材料費,210kgf/cm2,第1型水泥,工地交貨",元/M3,中區,中,region,exact,價格趨勢PDF,2691.0,,,預拌混凝土價格趨勢1140531.pdf
114-05,11405,2025-05-01,預拌混凝土,"產品,預拌混凝土材料費,210kgf/cm2,第1型水泥,工地交貨",元/M3,北區,北,region,exact,價格趨勢PDF,3046.0,,,預拌混凝土價格趨勢1140531.pdf
114-05,11405,2025-05-01,預拌混凝土,"產品,預拌混凝土材料費,210kgf/cm2,第1型水泥,工地交貨",元/M3,南區,南,region,exact,價格趨勢PDF,2562.0,,,預拌混凝土價格趨勢1140531.pdf
114-05,11405,2025-05-01,預拌混凝土,"產品,預拌混凝土材料費,210kgf/cm2,第1型水泥,工地交貨",元/M3,台東,東,region,exact,價格趨勢PDF,2157.0,,,預拌混凝土價格趨勢1140531.pdf
114-05,11405,2025-05-01,預拌混凝土,"產品,預拌混凝土材料費,210kgf/cm2,第1型水泥,工地交貨",元/M3,花蓮,東,region,exact,價格趨勢PDF,2526.0,,,預拌混凝土價格趨勢1140531.pdf
114-05,11405,2025-05-01,預拌混凝土,"產品,預拌混凝土材料費,245kgf/cm2,第1型水泥,工地交貨",元/M3,中區,中,region,exact,價格趨勢PDF,2755.0,,,預拌混凝土價格趨勢1140531.pdf
114-05,11405,2025-05-01,預拌混凝土,"產品,預拌混凝土材料費,245kgf/cm2,第1型水泥,工地交貨",元/M3,北區,北,region,exact,價格趨勢PDF,3105.0,,,預拌混凝土價格趨勢1140531.pdf
114-05,11405,2025-05-01,預拌混凝土,"產品,預拌混凝土材料費,245kgf/cm2,第1型水泥,工地交貨",元/M3,南區,南,region,exact,價格趨勢PDF,2613.0,,,預拌混凝土價格趨勢1140531.pdf
114-05,11405,2025-05-01,預拌混凝土,"產品,預拌混凝土材料費,245kgf/cm2,第1型水泥,工地交貨",元/M3,台東,東,region,exact,價格趨勢PDF,2271.0,,,預拌混凝土價格趨勢1140531.pdf
114-05,11405,2025-05-01,預拌混凝土,"產品,預拌混凝土材料費,245kgf/cm2,第1型水泥,工地交貨",元/M3,花蓮,東,region,exact,價格趨勢PDF,2625.0,,,預拌混凝土價格趨勢1140531.pdf
114-05,11405,2025-05-01,預拌混凝土,"產品,預拌混凝土材料費,280kgf/cm2,第1型水泥,工地交貨",元/M3,中區,中,region,exact,價格趨勢PDF,2867.0,,,預拌混凝土價格趨勢1140531.pdf
114-05,11405,2025-05-01,預拌混凝土,"產品,預拌混凝土材料費,280kgf/cm2,第1型水泥,工地交貨",元/M3,北區,北,region,exact,價格趨勢PDF,3242.0,,,預拌混凝土價格趨勢1140531.pdf
114-05,11405,2025-05-01,預拌混凝土,"產品,預拌混凝土材料費,280kgf/cm2,第1型水泥,工地交貨",元/M3,南區,南,region,exact,價格趨勢PDF,2757.0,,,預拌混凝土價格趨勢1140531.pdf
114-05,11405,2025-05-01,預拌混凝土,"產品,預拌混凝土材料費,280kgf/cm2,第1型水泥,工地交貨",元/M3,台東,東,region,exact,價格趨勢PDF,2379.0,,,預拌混凝土價格趨勢1140531.pdf
114-05,11405,2025-05-01,預拌混凝土,"產品,預拌混凝土材料費,280kgf/cm2,第1型水泥,工地交貨",元/M3,花蓮,東,region,exact,價格趨勢PDF,2724.0,,,預拌混凝土價格趨勢1140531.pdf
114-05,11405,2025-05-01,預拌混凝土,"產品,預拌混凝土材料費,315kgf/cm2,第1型水泥,工地交貨",元/M3,中區,中,region,exact,價格趨勢PDF,3006.0,,,預拌混凝土價格趨勢1140531.pdf
114-05,11405,2025-05-01,預拌混凝土,"產品,預拌混凝土材料費,315kgf/cm2,第1型水泥,工地交貨",元/M3,北區,北,region,exact,價格趨勢PDF,3307.0,,,預拌混凝土價格趨勢1140531.pdf
114-05,11405,2025-05-01,預拌混凝土,"產品,預拌混凝土材料費,315kgf/cm2,第1型水泥,工地交貨",元/M3,南區,南,region,exact,價格趨勢PDF,2841.0,,,預拌混凝土價格趨勢1140531.pdf
114-05,11405,2025-05-01,預拌混凝土,"產品,預拌混凝土材料費,315kgf/cm2,第1型水泥,工地交貨",元/M3,台東,東,region,exact,價格趨勢PDF,2493.0,,,預拌混凝土價格趨勢1140531.pdf
114-05,11405,2025-05-01,預拌混凝土,"產品,預拌混凝土材料費,315kgf/cm2,第1型水泥,工地交貨",元/M3,花蓮,東,region,exact,價格趨勢PDF,2824.0,,,預拌混凝土價格趨勢1140531.pdf
114-05,11405,2025-05-01,預拌混凝土,"產品,預拌混凝土材料費,350kgf/cm2,第1型水泥,工地交貨",元/M3,中區,中,region,exact,價格趨勢PDF,3097.0,,,預拌混凝土價格趨勢1140531.pdf
114-05,11405,2025-05-01,預拌混凝土,"產品,預拌混凝土材料費,350kgf/cm2,第1型水泥,工地交貨",元/M3,北區,北,region,exact,價格趨勢PDF,3407.0,,,預拌混凝土價格趨勢1140531.pdf
114-05,11405,2025-05-01,預拌混凝土,"產品,預拌混凝土材料費,350kgf/cm2,第1型水泥,工地交貨",元/M3,南區,南,region,exact,價格趨勢PDF,2971.0,,,預拌混凝土價格趨勢1140531.pdf
114-05,11405,2025-05-01,預拌混凝土,"產品,預拌混凝土材料費,350kgf/cm2,第1型水泥,工地交貨",元/M3,台東,東,region,exact,價格趨勢PDF,2643.0,,,預拌混凝土價格趨勢1140531.pdf
114-05,11405,2025-05-01,預拌混凝土,"產品,預拌混凝土材料費,350kgf/cm2,第1型水泥,工地交貨",元/M3,花蓮,東,region,exact,價格趨勢PDF,2937.0,,,預拌混凝土價格趨勢1140531.pdf
114-05,11405,2025-05-01,預拌混凝土,"產品,預拌混凝土材料費,420kgf/cm2,第1型水泥,工地交貨",元/M3,中區,中,region,exact,價格趨勢PDF,3275.0,,,預拌混凝土價格趨勢1140531.pdf
114-05,11405,2025-05-01,預拌混凝土,"產品,預拌混凝土材料費,420kgf/cm2,第1型水泥,工地交貨",元/M3,北區,北,region,exact,價格趨勢PDF,3629.0,,,預拌混凝土價格趨勢1140531.pdf
114-05,11405,2025-05-01,預拌混凝土,"產品,預拌混凝土材料費,420kgf/cm2,第1型水泥,工地交貨",元/M3,南區,南,region,exact,價格趨勢PDF,3153.0,,,預拌混凝土價格趨勢1140531.pdf
114-05,11405,2025-05-01,預拌混凝土,"產品,預拌混凝土材料費,420kgf/cm2,第1型水泥,工地交貨",元/M3,台東,東,region,exact,價格趨勢PDF,2836.0,,,預拌混凝土價格趨勢1140531.pdf
114-05,11405,2025-05-01,預拌混凝土,"產品,預拌混凝土材料費,420kgf/cm2,第1型水泥,工地交貨",元/M3,花蓮,東,region,exact,價格趨勢PDF,3101.0,,,預拌混凝土價格趨勢1140531.pdf
114-06,11406,2025-06-01,H型鋼,"產品,結構用鋼材,熱軋型鋼,H型鋼,(H400×B400,t1=13mm,t2=21mm)",元/T,中區,中,region,exact,價格趨勢PDF,26750.0,,,H型鋼價格趨勢1140630.pdf
114-06,11406,2025-06-01,H型鋼,"產品,結構用鋼材,熱軋型鋼,H型鋼,(H400×B400,t1=13mm,t2=21mm)",元/T,北區,北,region,exact,價格趨勢PDF,27471.0,,,H型鋼價格趨勢1140630.pdf
114-06,11406,2025-06-01,H型鋼,"產品,結構用鋼材,熱軋型鋼,H型鋼,(H400×B400,t1=13mm,t2=21mm)",元/T,南區,南,region,exact,價格趨勢PDF,26750.0,,,H型鋼價格趨勢1140630.pdf
114-06,11406,2025-06-01,H型鋼,"產品,結構用鋼材,熱軋型鋼,H型鋼,(H700×B300,t1=13mm,t2=24mm)",元/T,中區,中,region,exact,價格趨勢PDF,26850.0,,,H型鋼價格趨勢1140630.pdf
114-06,11406,2025-06-01,H型鋼,"產品,結構用鋼材,熱軋型鋼,H型鋼,(H700×B300,t1=13mm,t2=24mm)",元/T,北區,北,region,exact,價格趨勢PDF,27557.0,,,H型鋼價格趨勢1140630.pdf
114-06,11406,2025-06-01,H型鋼,"產品,結構用鋼材,熱軋型鋼,H型鋼,(H700×B300,t1=13mm,t2=24mm)",元/T,南區,南,region,exact,價格趨勢PDF,26750.0,,,H型鋼價格趨勢1140630.pdf
114-06,11406,2025-06-01,H型鋼,"產品,結構用鋼材,熱軋型鋼,H型鋼,(H800×B300,t1=14mm,t2=26mm)",元/T,中區,中,region,exact,價格趨勢PDF,27750.0,,,H型鋼價格趨勢1140630.pdf
114-06,11406,2025-06-01,H型鋼,"產品,結構用鋼材,熱軋型鋼,H型鋼,(H800×B300,t1=14mm,t2=26mm)",元/T,北區,北,region,exact,價格趨勢PDF,27757.0,,,H型鋼價格趨勢1140630.pdf
114-06,11406,2025-06-01,H型鋼,"產品,結構用鋼材,熱軋型鋼,H型鋼,(H800×B300,t1=14mm,t2=26mm)",元/T,南區,南,region,exact,價格趨勢PDF,26750.0,,,H型鋼價格趨勢1140630.pdf
114-06,11406,2025-06-01,瀝青混凝土,密級配瀝青混凝土(粗粒料粒徑19mm),元/T,中區,中,region,exact,價格趨勢PDF,3311.0,,,瀝青混凝土價格趨勢1140630.pdf
114-06,11406,2025-06-01,瀝青混凝土,密級配瀝青混凝土(粗粒料粒徑19mm),元/T,北區,北,region,exact,價格趨勢PDF,3410.0,,,瀝青混凝土價格趨勢1140630.pdf
114-06,11406,2025-06-01,瀝青混凝土,密級配瀝青混凝土(粗粒料粒徑19mm),元/T,南區,南,region,exact,價格趨勢PDF,2706.0,,,瀝青混凝土價格趨勢1140630.pdf
114-06,11406,2025-06-01,瀝青混凝土,密級配瀝青混凝土(粗粒料粒徑19mm),元/T,台東,東,region,exact,價格趨勢PDF,3200.0,,,瀝青混凝土價格趨勢1140630.pdf
114-06,11406,2025-06-01,瀝青混凝土,密級配瀝青混凝土(粗粒料粒徑19mm),元/T,花蓮,東,region,exact,價格趨勢PDF,3725.0,,,瀝青混凝土價格趨勢1140630.pdf
114-06,11406,2025-06-01,瀝青混凝土,密級配瀝青混凝土(粗粒料粒徑25mm),元/T,中區,中,region,exact,價格趨勢PDF,3267.0,,,瀝青混凝土價格趨勢1140630.pdf
114-06,11406,2025-06-01,瀝青混凝土,密級配瀝青混凝土(粗粒料粒徑25mm),元/T,北區,北,region,exact,價格趨勢PDF,3355.0,,,瀝青混凝土價格趨勢1140630.pdf
114-06,11406,2025-06-01,瀝青混凝土,密級配瀝青混凝土(粗粒料粒徑25mm),元/T,南區,南,region,exact,價格趨勢PDF,2758.0,,,瀝青混凝土價格趨勢1140630.pdf
114-06,11406,2025-06-01,瀝青混凝土,密級配瀝青混凝土(粗粒料粒徑25mm),元/T,台東,東,region,exact,價格趨勢PDF,3200.0,,,瀝青混凝土價格趨勢1140630.pdf
114-06,11406,2025-06-01,瀝青混凝土,密級配瀝青混凝土(粗粒料粒徑25mm),元/T,花蓮,東,region,exact,價格趨勢PDF,3650.0,,,瀝青混凝土價格趨勢1140630.pdf
114-06,11406,2025-06-01,瀝青混凝土,粗級配瀝青混凝土(粗粒料粒徑19mm),元/T,中區,中,region,exact,價格趨勢PDF,3286.0,,,瀝青混凝土價格趨勢1140630.pdf
114-06,11406,2025-06-01,瀝青混凝土,粗級配瀝青混凝土(粗粒料粒徑19mm),元/T,北區,北,region,exact,價格趨勢PDF,3410.0,,,瀝青混凝土價格趨勢1140630.pdf
114-06,11406,2025-06-01,瀝青混凝土,粗級配瀝青混凝土(粗粒料粒徑19mm),元/T,南區,南,region,exact,價格趨勢PDF,2685.0,,,瀝青混凝土價格趨勢1140630.pdf
114-06,11406,2025-06-01,瀝青混凝土,粗級配瀝青混凝土(粗粒料粒徑19mm),元/T,台東,東,region,exact,價格趨勢PDF,3200.0,,,瀝青混凝土價格趨勢1140630.pdf
114-06,11406,2025-06-01,瀝青混凝土,粗級配瀝青混凝土(粗粒料粒徑19mm),元/T,花蓮,東,region,exact,價格趨勢PDF,3700.0,,,瀝青混凝土價格趨勢1140630.pdf
114-06,11406,2025-06-01,瀝青混凝土,粗級配瀝青混凝土(粗粒料粒徑25mm),元/T,中區,中,region,exact,價格趨勢PDF,3235.0,,,瀝青混凝土價格趨勢1140630.pdf
114-06,11406,2025-06-01,瀝青混凝土,粗級配瀝青混凝土(粗粒料粒徑25mm),元/T,北區,北,region,exact,價格趨勢PDF,3366.0,,,瀝青混凝土價格趨勢1140630.pdf
114-06,11406,2025-06-01,瀝青混凝土,粗級配瀝青混凝土(粗粒料粒徑25mm),元/T,南區,南,region,exact,價格趨勢PDF,2661.0,,,瀝青混凝土價格趨勢1140630.pdf
114-06,11406,2025-06-01,瀝青混凝土,粗級配瀝青混凝土(粗粒料粒徑25mm),元/T,台東,東,region,exact,價格趨勢PDF,3200.0,,,瀝青混凝土價格趨勢1140630.pdf
114-06,11406,2025-06-01,瀝青混凝土,粗級配瀝青混凝土(粗粒料粒徑25mm),元/T,花蓮,東,region,exact,價格趨勢PDF,3625.0,,,瀝青混凝土價格趨勢1140630.pdf
114-06,11406,2025-06-01,砂石,石,元/M3,南投縣,中,county,range,價格趨勢PDF,292.5,280.0,305.0,砂石價格趨勢1140603.pdf
114-06,11406,2025-06-01,砂石,石,元/M3,台中市,中,county,range,價格趨勢PDF,395.0,370.0,420.0,砂石價格趨勢1140603.pdf
114-06,11406,2025-06-01,砂石,石,元/M3,宜蘭縣,北,county,range,價格趨勢PDF,355.0,340.0,370.0,砂石價格趨勢1140603.pdf
114-06,11406,2025-06-01,砂石,石,元/M3,屏東縣,南,county,range,價格趨勢PDF,282.5,275.0,290.0,砂石價格趨勢1140603.pdf
114-06,11406,2025-06-01,砂石,石,元/M3,桃園市,北,county,range,價格趨勢PDF,445.0,430.0,460.0,砂石價格趨勢1140603.pdf
114-06,11406,2025-06-01,砂石,石,元/M3,花蓮縣,東,county,range,價格趨勢PDF,260.0,250.0,270.0,砂石價格趨勢1140603.pdf
114-06,11406,2025-06-01,砂石,石,元/M3,苗栗縣,中,county,range,價格趨勢PDF,410.0,400.0,420.0,砂石價格趨勢1140603.pdf
114-06,11406,2025-06-01,砂石,砂,元/M3,南投縣,中,county,range,價格趨勢PDF,342.5,330.0,355.0,砂石價格趨勢1140603.pdf
114-06,11406,2025-06-01,砂石,砂,元/M3,台中市,中,county,range,價格趨勢PDF,455.0,430.0,480.0,砂石價格趨勢1140603.pdf
114-06,11406,2025-06-01,砂石,砂,元/M3,宜蘭縣,北,county,range,價格趨勢PDF,405.0,390.0,420.0,砂石價格趨勢1140603.pdf
114-06,11406,2025-06-01,砂石,砂,元/M3,屏東縣,南,county,range,價格趨勢PDF,290.0,275.0,305.0,砂石價格趨勢1140603.pdf
114-06,11406,2025-06-01,砂石,砂,元/M3,桃園市,北,county,range,價格趨勢PDF,465.0,450.0,480.0,砂石價格趨勢1140603.pdf
114-06,11406,2025-06-01,砂石,砂,元/M3,花蓮縣,東,county,range,價格趨勢PDF,300.0,280.0,320.0,砂石價格趨勢1140603.pdf
114-06,11406,2025-06-01,砂石,砂,元/M3,苗栗縣,中,county,range,價格趨勢PDF,440.0,420.0,460.0,砂石價格趨勢1140603.pdf
114-06,11406,2025-06-01,鋼板,"產品,結構用鋼材,一般結構用軋鋼料,A36,25mm<T≦38mm",元/T,不分區,全國,national,exact,價格趨勢PDF,27533.0,,,鋼板價格趨勢1140630.pdf
114-06,11406,2025-06-01,鋼板,"產品,結構用鋼材,一般結構用軋鋼料,A572Gr.50,25mm<T≦38mm",元/T,不分區,全國,national,exact,價格趨勢PDF,29843.0,,,鋼板價格趨勢1140630.pdf
114-06,11406,2025-06-01,鋼板,"產品,結構用鋼材,銲接結構用軋鋼料,SM490A,25mm<T≦38mm",元/T,不分區,全國,national,exact,價格趨勢PDF,29843.0,,,鋼板價格趨勢1140630.pdf
114-06,11406,2025-06-01,鋼板,"產品,結構用鋼材,銲接結構用軋鋼料,SN490B,25mm<T≦38mm",元/T,不分區,全國,national,exact,價格趨勢PDF,30703.0,,,鋼板價格趨勢1140630.pdf
114-06,11406,2025-06-01,鋼筋,"產品,鋼筋,SD280,熱軋,D10mm,工地交貨",元/T,中區,中,region,exact,價格趨勢PDF,16900.0,,,鋼筋價格趨勢1140630.pdf
114-06,11406,2025-06-01,鋼筋,"產品,鋼筋,SD280,熱軋,D10mm,工地交貨",元/T,北區,北,region,exact,價格趨勢PDF,17050.0,,,鋼筋價格趨勢1140630.pdf
114-06,11406,2025-06-01,鋼筋,"產品,鋼筋,SD280,熱軋,D10mm,工地交貨",元/T,南區,南,region,exact,價格趨勢PDF,16500.0,,,鋼筋價格趨勢1140630.pdf
114-06,11406,2025-06-01,鋼筋,"產品,鋼筋,SD280,熱軋,D16mm,工地交貨",元/T,中區,中,region,exact,價格趨勢PDF,16700.0,,,鋼筋價格趨勢1140630.pdf
114-06,11406,2025-06-01,鋼筋,"產品,鋼筋,SD280,熱軋,D16mm,工地交貨",元/T,北區,北,region,exact,價格趨勢PDF,16750.0,,,鋼筋價格趨勢1140630.pdf
114-06,11406,2025-06-01,鋼筋,"產品,鋼筋,SD280,熱軋,D16mm,工地交貨",元/T,南區,南,region,exact,價格趨勢PDF,16167.0,,,鋼筋價格趨勢1140630.pdf
114-06,11406,2025-06-01,鋼筋,"產品,鋼筋,SD280W,熱軋,D10mm,工地交貨",元/T,中區,中,region,exact,價格趨勢PDF,17100.0,,,鋼筋價格趨勢1140630.pdf
114-06,11406,2025-06-01,鋼筋,"產品,鋼筋,SD280W,熱軋,D10mm,工地交貨",元/T,北區,北,region,exact,價格趨勢PDF,17250.0,,,鋼筋價格趨勢1140630.pdf
114-06,11406,2025-06-01,鋼筋,"產品,鋼筋,SD280W,熱軋,D10mm,工地交貨",元/T,南區,南,region,exact,價格趨勢PDF,16733.0,,,鋼筋價格趨勢1140630.pdf
114-06,11406,2025-06-01,鋼筋,"產品,鋼筋,SD280W,熱軋,D16mm,工地交貨",元/T,中區,中,region,exact,價格趨勢PDF,16900.0,,,鋼筋價格趨勢1140630.pdf
114-06,11406,2025-06-01,鋼筋,"產品,鋼筋,SD280W,熱軋,D16mm,工地交貨",元/T,北區,北,region,exact,價格趨勢PDF,16950.0,,,鋼筋價格趨勢1140630.pdf
114-06,11406,2025-06-01,鋼筋,"產品,鋼筋,SD280W,熱軋,D16mm,工地交貨",元/T,南區,南,region,exact,價格趨勢PDF,16400.0,,,鋼筋價格趨勢1140630.pdf
114-06,11406,2025-06-01,鋼筋,"產品,鋼筋,SD420W,熱軋,D32mm,工地交貨",元/T,中區,中,region,exact,價格趨勢PDF,17700.0,,,鋼筋價格趨勢1140630.pdf
114-06,11406,2025-06-01,鋼筋,"產品,鋼筋,SD420W,熱軋,D32mm,工地交貨",元/T,北區,北,region,exact,價格趨勢PDF,17850.0,,,鋼筋價格趨勢1140630.pdf
114-06,11406,2025-06-01,鋼筋,"產品,鋼筋,SD420W,熱軋,D32mm,工地交貨",元/T,南區,南,region,exact,價格趨勢PDF,17233.0,,,鋼筋價格趨勢1140630.pdf
114-06,11406,2025-06-01,鋼筋,"產品,鋼筋,SD420W,熱軋,D36mm,工地交貨",元/T,中區,中,region,exact,價格趨勢PDF,18100.0,,,鋼筋價格趨勢1140630.pdf
114-06,11406,2025-06-01,鋼筋,"產品,鋼筋,SD420W,熱軋,D36mm,工地交貨",元/T,北區,北,region,exact,價格趨勢PDF,18250.0,,,鋼筋價格趨勢1140630.pdf
114-06,11406,2025-06-01,鋼筋,"產品,鋼筋,SD420W,熱軋,D36mm,工地交貨",元/T,南區,南,region,exact,價格趨勢PDF,17633.0,,,鋼筋價格趨勢1140630.pdf
114-06,11406,2025-06-01,預拌混凝土,"CLSM產品,控制性低強度回填材料,混凝土用粒料,90kgf/cm2",元/M3,中區,中,region,exact,價格趨勢PDF,2236.0,,,預拌混凝土價格趨勢1140630.pdf
114-06,11406,2025-06-01,預拌混凝土,"CLSM產品,控制性低強度回填材料,混凝土用粒料,90kgf/cm2",元/M3,北區,北,region,exact,價格趨勢PDF,2495.0,,,預拌混凝土價格趨勢1140630.pdf
114-06,11406,2025-06-01,預拌混凝土,"CLSM產品,控制性低強度回填材料,混凝土用粒料,90kgf/cm2",元/M3,南區,南,region,exact,價格趨勢PDF,1333.0,,,預拌混凝土價格趨勢1140630.pdf
114-06,11406,2025-06-01,預拌混凝土,"CLSM產品,控制性低強度回填材料,混凝土用粒料,90kgf/cm2",元/M3,台東,東,region,exact,價格趨勢PDF,1775.0,,,預拌混凝土價格趨勢1140630.pdf
114-06,11406,2025-06-01,預拌混凝土,"CLSM產品,控制性低強度回填材料,混凝土用粒料,90kgf/cm2",元/M3,花蓮,東,region,exact,價格趨勢PDF,2103.0,,,預拌混凝土價格趨勢1140630.pdf
114-06,11406,2025-06-01,預拌混凝土,"產品,預拌混凝土材料費,140kgf/cm2,第1型水泥,工地交貨",元/M3,中區,中,region,exact,價格趨勢PDF,2523.0,,,預拌混凝土價格趨勢1140630.pdf
